idea title,idea description,skills,difficulty,duration,organization,ideas_link,logo,duration_length
Summer project ideas 2024,"Below is a list of ideas for longer summer projects 2024 with sktime. For getting started or smaller projects, see our curated list of good first issues and advice on getting started as an sktime developer. The below list is only an ideas starter - we welcome and actively encourage bringing your own ideas to the table! For information on mentoring, summer programmes and application processes, see here for the newest information.","['sklearn', ' methodology', ' probability', ' design/architecture']",easy,90 hours,sktime,https://github.com/sktime/mentoring/blob/main/internships/projects_2024.md,https://summerofcode.withgoogle.com/media/org/sktime/x2i3dxljtj04sqw0-360.png,8
global forecasting and reduction forecasting,"Addition of global forecasting capability (with fit specific instances) to base class. Rework and extensions to direct, recursive forecasting. Flexible model specification interface for exogenous variables and features. Meta-strategies for global forecasting with fit specific instances. Integration of third party algorithms with global forecasting capability, e.g., pytorch-forecast.","['statistical and ML approaches to forecasting', ' sklearn internals']",medium,350 hours,sktime,https://github.com/sktime/mentoring/blob/main/internships/projects_2024.md,https://summerofcode.withgoogle.com/media/org/sktime/x2i3dxljtj04sqw0-360.png,9
"time-to-event modelling, probabilistic forecasting, probabilistic supervised learning","Help developing the skpro package - distributions, time-to-event models, reductions. Help implement estimators and compositors from the wishlists. Examples: model-based prediction intervals, probabilistic ensembles. Tuning, pipelines, composition.","['methodology (forecasting)', ' probability', ' sklearn internals']",medium,175 or 350 hours,sktime,https://github.com/sktime/mentoring/blob/main/internships/projects_2024.md,https://summerofcode.withgoogle.com/media/org/sktime/x2i3dxljtj04sqw0-360.png,16
"bootstrapping, simulation & ensemble models","Develop modules for bootstrapping, simulation and probability objects, eg distributions over time series. Work towards integration with tsbootstrap package. Implement ensemble and tuning models based on bootstrap/simulation strategies.",['methodology (probability)'],Medium,350 hours,sktime,https://github.com/sktime/mentoring/blob/main/internships/projects_2024.md,https://summerofcode.withgoogle.com/media/org/sktime/x2i3dxljtj04sqw0-360.png,9
categorical and time-constant features in forecasting,"Extend framework for full support of categorical features and time-constant features. Implement transformers and feature extractors, or interface 3rd party. Ensure pipelines, tuning, composites, hierarchical support work end-to-end.","['sklearn and sklearn extensions with categorical features', ' framework/python']",Medium,350 hours,sktime,https://github.com/sktime/mentoring/blob/main/internships/projects_2024.md,https://summerofcode.withgoogle.com/media/org/sktime/x2i3dxljtj04sqw0-360.png,9
annotation & segmentation,"Work with sktime core developers to design and create new module(s) for time series annotation. Annotation includes: segmentation, change point detection, outlier detection. Implementing base stock of estimators, interfacing popular specialist packages.","['design/architecture', ' methodology (annotation)']",hard,350 hours,sktime,https://github.com/sktime/mentoring/blob/main/internships/projects_2024.md,https://summerofcode.withgoogle.com/media/org/sktime/x2i3dxljtj04sqw0-360.png,9
graphical pipelines,"Help design and build flexible building blocks for pipeline/composition. Graphical pipelines. Create pipeline builders that cross modules and tasks. Ensuring performance: caching, vectorization.","['design/architecture', ' sklearn internals']",hard,175 or 350 hours,sktime,https://github.com/sktime/mentoring/blob/main/internships/projects_2024.md,https://summerofcode.withgoogle.com/media/org/sktime/x2i3dxljtj04sqw0-360.png,16
benchmarking framework,"Create and refactor sktime benchmarking framework. Statistical evaluation, visualization, and reporting functionality. Conduct benchmarking studies in cutting edge areas, e.g., forecasting.","['methodology (evaluation)', ' design/architecture']",medium,175 or 350 hours,sktime,https://github.com/sktime/mentoring/blob/main/internships/projects_2024.md,https://summerofcode.withgoogle.com/media/org/sktime/x2i3dxljtj04sqw0-360.png,16
"scaling, backends, foundation models - polars, pytorch, huggingface","Integration with distributed and parallel backends - polars, ray, etc. Integration with deep learning backends - pytorch, pytorch-forecast. Design forecasting sub-base class for deep learning back-ends. Create interface and flexible back-end layers.","['DL/LLM (pytorch', ' huggingface)', ' methodology (deep learning)', ' familiarity with distributed/parallel back-ends']",hard,350 hours,sktime,https://github.com/sktime/mentoring/blob/main/internships/projects_2024.md,https://summerofcode.withgoogle.com/media/org/sktime/x2i3dxljtj04sqw0-360.png,9
Support for the new reconciliation protocol,"The reconciliation feature in OpenRefine relies on a unified protocol , which is used to communicate with various web services offering data matching functionalities for various data sources . The W3C Entity Reconciliation Community Group has been working on a new version of this protocol , addressing a number of problems in the current one . For instance , it is currently very cumbersome to reconcile entities in OpenRefine when one does not have a column with names of those entities , because the existing protocol assumes that those names must always be provided ( # 6044 ) . We would like to add support for the new protocol to address this issue , and various others ( see below ) . We would like to maintain support for the existing protocol , so that existing reconciliation services continue to work . As we do this work , we might be able to bring up issues to the W3C group , so that the new specifications can be improved accordingly . This might be a good opportunity to clean up our current reconciliation code so that it bases itself on an external library instead .",['JavaScript & Java'],Intermediate,350h,OpenRefine,https://github.com/OpenRefine/OpenRefine/wiki/GSoC-Outreachy-2024-Ideas,https://summerofcode.withgoogle.com/media/org/openrefine-j0/vygefztjlapanqqa-360.png,4
Better testing utilities for extension development,"OpenRefine 's functionality can be augmented via extensions . However , developing extensions outside of OpenRefine 's code base is not so easy , in particular regarding debugging and testing . Our sample extension is included in OpenRefine 's repository , making it of little use to demonstrate how to develop an extension as a third-party . The goal of this project would be to improve this by : develop a workflow to run OpenRefine with the Java debugger enabled , to debug an extension via commonly-used IDEs ( IntelliJ IDEA , Eclipse , VSCode ) . This would help developers interactively develop their extension in its actual execution environment . develop utilities to run Cypress tests on an extension . The utility should download a specific version of OpenRefine and run it on a test workspace that contains the extension to test . This could then be used to run Cypress tests against the extension . provide a `` model '' extension , developed outside of OpenRefine 's repository , following the best practices ( Java and Cypress tests , CI , only using clearly documented extension points ) , that people can take inspiration from . As an example extension , we could either revamp an existing extension ( such as the Commons extension ) or create a new one . We have a page with some ideas for new extensions . ideally , clean up the existing documentation , making sure it is up to date and provides all the necessary information . We may take inspiration from external resources written on this subject , such as Giuliano Tortoreto 's guide or Owen Stephen 's blog post .","['Java', ' Cypress', ' CI/CD']",Intermediate,350h,OpenRefine,https://github.com/OpenRefine/OpenRefine/wiki/GSoC-Outreachy-2024-Ideas,https://summerofcode.withgoogle.com/media/org/openrefine-j0/vygefztjlapanqqa-360.png,4
Improved debugging support for Pallene,Improve the debuggability of stack traces in Pallene programming language,"['Lua and C programming languages', ' Lua-C API', ' Lua debuggers']",Challenging,Large (350 hours),LabLua,http://www.lua.inf.puc-rio.br/gsoc/ideas2024.html,https://summerofcode.withgoogle.com/media/org/lablua/thpyrwywpx4z6p6s.png,17
Documentation generator tool for the Teal language,Create a tool that generates documentation from Teal source code comments,"['Teal', ' Lua libraries', ' LuaRocks']",Intermediate,Large (350 hours),LabLua,http://www.lua.inf.puc-rio.br/gsoc/ideas2024.html,https://summerofcode.withgoogle.com/media/org/lablua/thpyrwywpx4z6p6s.png,17
